trivial Name;Gattungsname;Artname;Autor;Status RL NDS;Stadium;Anzahl;Datum;Kommentar;Flur Bezeichnung;Breitengrad;Längengrad
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;21.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;21.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;21.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;5;28.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ackerwinden-Trauereule;Tyta;luctuosa;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;28.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;28.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;28.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;30.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;30.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;31.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;31.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;31.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;31.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;31.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;01.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;01.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;01.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;01.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;01.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hartheuspanner;Siona;lineata;SCOPOLI, 1763;1;Imago;1;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;9;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;25;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;04.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;5;07.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;07.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;07.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;32;07.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;3;07.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Jakobskrautbaer;Tyria;jacobaeae;LINNAEUS, 1758;2;Imago;1;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hornissen-Glasflügler;Sesia;apiformis;CLERCK, 1759;V;Imago;1;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;41;09.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;14.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;14.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;6;14.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;15.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;7;15.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;3;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;5;18.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;6;20.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;20.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;20.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;20.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;21.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;24;21.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;21.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;21.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;21.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;23.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;2;23.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;23.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;10;23.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;12;25.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;25.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;25.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;2;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Jakobskrautbaer;Tyria;jacobaeae;LINNAEUS, 1758;2;Imago;1;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;4;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;34;26.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;27.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;27.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;4;27.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;25;27.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;2;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;5;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;28.06.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;6;03.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;30;03.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;2;03.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;2;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;3;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;23;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;10;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;11;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;6;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;04.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hornklee-Glasfluegler;Bembecia;ichneumoniformis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Violettroter Kleinspanner;Scopula;rubiginata;HUFNAGEL, 1767;2;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;8;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;30;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;05.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;26;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;7;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;8;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;08.07.2021;sehr abgeflogen;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;2;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rhabarberzuensler;Oncocera;semirubella;SCOPOLI, 1763;;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schornsteinfeger;Aphantopus;hyperantus;LINNAEUS, 1758;*;Imago;3;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;17;08.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;15;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;12;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;4;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Rostfarbiger Dickkopffalter;Ochlodes;sylvanus;ESPER, 1777;*;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;11;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;15;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;4;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;3;17.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;11;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braunkolbiger Braundickkopffalter;Thymelicus;sylvestris;PODA, 1761;*;Imago;1;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;24;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;7;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;5;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;13;19.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Möhrenzünsler;Sitochroa;palealis;DENIS & SCHIFFERMÜLLER, 1775;*;Imago;1;20.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;1;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;10;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;6;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;18;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;2;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;25.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;2;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;2;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;5;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;20;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;1;28.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;4;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;30;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;2;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;11;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;1;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;4;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;7;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;30.07.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;30;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;21;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braunbinden-Wellstriemenspanner;Scotopteryx;chenopodiata;LINNAEUS, 1758;*;Imago;1;02.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;36;04.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Violettroter Kleinspanner;Scopula;rubiginata;HUFNAGEL, 1767;2;Imago;1;04.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;04.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;12;04.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
